dataset,task,class,feature,seed,coefficient_mean,coefficient_sd,fold_selection_frequency,n_folds,selected
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Epithelial low),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Epithelial low),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Hypoxic),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Hypoxic),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Hypoxic),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Myoepithelial),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Myoepithelial),1,0.014156664167086348,0.031655263412240515,0.2,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Myoepithelial),2,0.01771431340843458,0.03916522803254948,0.4,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Proliferative),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Proliferative),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (Proliferative),2,0.02752597898575061,0.06154996015936908,0.2,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (p53+ EGFR+),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (p53+ EGFR+),1,-0.00221040253041284,0.004942610315640657,0.2,5,False
BC-Jackson2020,response,1,patch_mean_composition__Tumor (p53+ EGFR+),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__B cell,0,0.21904922237522997,0.12429152676533185,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__B cell,1,0.29386741935827165,0.17878811080007004,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__B cell,2,0.1742558722507457,0.16455032996205451,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Endothelial,0,0.18161998952718006,0.17454428123562968,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Endothelial,1,0.1647725507175336,0.25503531634999027,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Endothelial,2,0.1897649658065493,0.2609237630033364,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Macrophage,0,0.4797533155385859,0.15616508766169176,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Macrophage,1,0.49117264405109723,0.16469377108593247,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Macrophage,2,0.5097926573102285,0.18752978691767816,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Fibronectin hi),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Fibronectin hi),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Fibronectin hi),2,0.0034617055132710795,0.1351190997867768,0.4,5,False
