dataset,task,scheme,model,class,feature,mean_abs_shap,sd_abs_shap,mean_shap,value_shap_spearman,top_fold_frequency,n_fold_models,n_explained_regions,direction_consistency,direction
crc_schurch2020,DFS,cv,cox,risk,granulocytes,0.14065471656226666,0.057078132777332424,0.0019392289404434294,0.9999999999999998,1.0,15,420,1.0,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,CD4+ T cells GATA3+,0.12920753516965744,0.197867128706672,0.06724927580739296,0.9999999999999999,0.6,15,420,1.0,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,CD68+ macrophages,0.11118237064867272,0.05454166640356825,-0.010664867868453769,0.9999999999999999,0.8666666666666667,15,420,1.0,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,B cells,0.10470165557178966,0.04070967512696514,0.010360633286279931,-0.8666666666666666,0.9333333333333333,15,420,0.9333333333333333,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD4+ T cells,0.10434745509544399,0.07282645430181627,-0.009018214649421758,-1.0,0.9333333333333333,15,420,1.0,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD8+ T cells,0.09613496622256297,0.11232668099314766,-0.014352237420429141,0.06666666666666665,0.6666666666666666,15,420,0.5333333333333333,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,CD3+ T cells,0.09426048013797897,0.18468399222094756,-0.06928368756441464,-0.9999999999999999,0.2,15,420,1.0,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,stroma,0.09197373394150081,0.051707378872243186,0.002758547471666136,-0.8666666666666665,0.8666666666666667,15,420,0.9333333333333333,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD68+CD163+ macrophages,0.09063829350842505,0.05593967805291895,-0.004078810411730299,0.33333333333333326,0.8,15,420,0.6666666666666666,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,nerves,0.09050989960620617,0.0436456978986693,-0.003044222844144086,-1.0,0.9333333333333333,15,420,1.0,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD4+ T cells CD45RO+,0.08957689947060467,0.09752133434270725,0.01883579290551148,0.8666666666666666,0.6666666666666666,15,420,0.9333333333333333,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,immune cells / vasculature,0.08846711400641845,0.07465201106517899,-0.0004111761231191243,0.7333333333333333,0.8666666666666667,15,420,0.8666666666666667,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,undefined,0.08578685031730468,0.05305827245574552,-0.0034826905531947215,0.7333333333333332,0.9333333333333333,15,420,0.8666666666666667,higher value increases prediction
